station,sample_date,sample_time,water_temperature,number_of_submerged_panels,reset_restart_comp,weather,stream_gauge,turbidity,battery_voltage,dissolved_oxygen,velocity_upstream,velocity_downstream,conductivity,solar_voltage,fyke_closed,fyke_open,downstream_livebox_installed,vaki,barrels,crew_initials,comments1,trap_closed,trap_open,trapping
NA,2022-11-23,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,23:40:00,23:50:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-23,04:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,04:09:00,04:35:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-11-23,08:00:00,48.1,0,08:36:00,clr,1.7,1.11,26.1,11.46,2.5,0.2,69.1,1.5,08:00:00,08:36:00,yes,yes,yes,NA,fat meter battery dead,NA,08:36:00,no
NA,2022-11-24,10:00:00,49.1,0,09:44:00,clr,1.7,0.6,28.67/13.54,11.5,3.8,0.2,73.7,11.3,09:36:00,09:46:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-11-25,09:30:00,49.4,0,09:47:00,clr,1.7,1.21,13.37/28.08,11.54,2.7,0.2,71.6,9.9/11.0,09:34:00,09:48:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-26,08:00:00,49.7,0,08:30:00,cld,1.7,2.52,25.56,11.08,2.2,NA,69.5,1.8,NA,NA,yes,yes,yes,NA,backup camera not connected,08:00:00,NA,yes
NA,2022-11-26,12:00:00,51.3,0,NA,clr,1.7,NA,NA,11.62,2.7,NA,71.2,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-26,16:00:00,52.4,0,NA,clr,1.7,1.05,26.49/13.20,11.64,2.6,0.2,71.2,1.6/0.8,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-26,20:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,20:01:00,20:05:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-27,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,00:00:00,00:20:01,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-27,16:00:00,51.1,0,NA,clr,1.7,1.1,26.43/13.18,11.83,2.5,0.2,83.3,0.6/0.7,NA,NA,yes,yes,yes,NA,backup camera ok,NA,NA,yes
NA,2022-11-27,20:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,19:57:00,20:20:00,yes,yes,yes,NA,fat meter dead,NA,NA,yes
NA,2022-11-27,03:35:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,03:35:00,03:42:00,yes,yes,yes,NA,fat meter not working. backup camera on and working.,NA,NA,yes
NA,2022-11-27,08:00:00,49.4,0,07:09:00,clr,1.7,0.94,25.09/12.35,10.86,NA,NA,64.6,1.7,07:00:00,07:15:00,yes,yes,yes,NA,flow meter not working.,NA,NA,yes
NA,2022-11-27,12:00:00,50.2,0,NA,clr,1.7,NA,29.6/13.87,11.32,NA,NA,75,6.6,11:45:00,11:55:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-28,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,00:00:00,00:20:01,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-11-28,08:00:00,49,0,08:28:00,clr,1.73,1.05,25.92,10.98,3.4,0.2,71.5,1.8,08:04:00,08:37:00,yes,yes,yes,NA,NA,NA,08:49:00,no
NA,2022-11-28,04:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-29,08:15:00,48.3,0,08:33:00,clr,1.72,1.2,25.48,11.06,3.7,0.2,70.2,1.7,08:25:00,08:35:00,yes,yes,yes,NA,set trap at 8:17am,08:17:00,NA,yes
NA,2022-11-29,15:45:00,50.2,0,NA,clr,1.7,0.93,25.54/12.63,11.62,2.3,2.3,74.7,11.10/1.8,NA,NA,yes,yes,yes,NA,no fish in the trap,NA,NA,yes
NA,2022-11-29,12:00:00,NA,0,NA,clr,1.72,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-29,20:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-30,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,00:00:00,00:14:59,yes,yes,yes,NA,fat meter not working,NA,NA,yes
NA,2022-11-30,04:00:00,NA,0,NA,nit,1.72,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-30,08:00:00,46.4,0,08:10:00,clr,1.72,1.25,25.24,11.89,2.1,0.3,66.5,1.4,07:58:00,08:13:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-30,12:00:00,NA,0,NA,clr,1.7,NA,29.33,NA,NA,NA,NA,5.3,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-30,16:00:00,49.3,0,NA,clr,1.7,1.19,12.85/26.33,11.87,2.7,0.2,68.5,1.1/.7,15:55:00,16:44:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-30,20:00:00,NA,0,NA,nit,NA,NA,23.53,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-01,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,23:50:00,00:05:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-01,04:00:00,NA,0,NA,ran,1.7,NA,29.18,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-01,08:00:00,48.7,0,08:25:00,ran,1.7,1.9,24.91,10.98,2.7,0.2,74.4,0,08:15:00,08:30:00,yes,yes,yes,NA,NA,NA,08:30:00,yes
NA,2022-12-02,08:15:00,47.8,0,08:45:00,clr,1.82,3.48,26.49,10.51,3.2,0.4,76.6,3.9,08:30:00,08:50:00,yes,yes,yes,NA,NA,08:30:00,NA,yes
NA,2022-12-02,12:00:00,NA,0,NA,clr,1.78,NA,29.57,NA,NA,NA,NA,0.4,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-02,16:00:00,49.8,0,NA,clr,1.74,2.56,26.37/12.84,11.19,1.9,0.2,78.5,1,16:26:00,16:36:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-02,20:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,19:45:00,20:09:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-03,00:00:00,NA,0,NA,nit,1.74,NA,25.5,NA,NA,NA,NA,n/a,23:55:00,00:01:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-03,04:00:00,NA,0,NA,nit,1.7,NA,25.43,NA,NA,NA,NA,0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-03,08:00:00,49.4,0,08:30:00,cld,1.7,1.02,25.49,10.72,2.8,0.2,71.4,0.6,08:15:00,08:35:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-03,12:00:00,NA,0,NA,ran,1.7,NA,25.69,NA,NA,NA,NA,0.6,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-03,16:00:00,50.7,0,NA,ran,1.78,2.08,25.63/12.28,11.42,1.9,0.2,72.1,0,NA,NA,yes,yes,yes,NA,barrel to right of boat passage popped off. secured passage light with new hose clamp.,NA,NA,yes
NA,2022-12-03,20:00:00,NA,0,NA,nit,1.82,NA,23.35,NA,NA,NA,NA,n/a,19:55:00,20:07:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-04,04:00:00,NA,0,NA,nit,1.94,NA,NA,NA,NA,NA,NA,n/a,04:00:00,04:12:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-04,08:00:00,52.1,0,08:34:00,fog,1.98,9,25.47/12.17,9.87,1.5,0.2,93.5,3.4/2.6,08:01:00,08:36:00,yes,yes,yes,NA,backup camera ok; pit tag reader ok.,NA,NA,yes
NA,2022-12-04,12:00:00,NA,0,NA,clr,2.6,19.6,NA,NA,NA,NA,NA,n/a,12:20:00,14:00:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-04,16:00:00,53.2,0,NA,clr,2.1,12.99,25.90/12.51,10.78,2.3,1.2,113.8,0.2,15:40:00,16:13:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-04,20:00:00,NA,0,NA,nit,2.14,11.33,25.65,NA,NA,NA,NA,n/a,19:45:00,20:00:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-05,00:00:00,NA,0,NA,nit,2.08,7.83,25.49/12.29,NA,NA,NA,NA,0,23:52:00,00:07:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-05,04:00:00,NA,0,NA,nit,1.91,NA,NA,NA,NA,NA,NA,n/a,04:00:00,04:20:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-05,08:00:00,51.9,0,08:28:00,cld,1.91,3.32,25.75,9.88,2.3,0.8,83,2.3,08:00:00,08:28:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-04,00:00:00,NA,0,NA,ran,1.92,NA,25.27,NA,NA,NA,NA,n/a,23:48:00,00:08:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-05,12:00:00,NA,0,NA,cld,1.85,NA,NA,NA,NA,NA,NA,n/a,12:00:00,12:45:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-14,07:45:00,49.6,0,07:56:00,clr,1.77,4.6,12.63/13.07,10.88,1.7,NA,149.8,2.9,07:52:00,07:57:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-15,08:00:00,46.8,0,08:02:00,clr,1.76,4.88,25.57/13.63,11.37,1.7,NA,142,2.9,07:56:00,08:03:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-16,07:50:00,46.6,0,08:23:00,clr,1.75,3.95,26.86/12.61,11.58,1.6,NA,144.8,4.2,08:18:00,08:24:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-17,08:00:00,46.4,0,07:56:00,clr,1.78,3.77,25.15,11.52,2,NA,138.8,2.3/1.6,07:53:00,08:00:00,yes,yes,no,NA,need new lock and flags on solar panel,NA,NA,yes
NA,2023-02-18,07:45:00,46.3,0,07:58:00,clr,1.75,6.87,25.41,11.56,0.6,NA,147,1.9,07:55:00,08:10:00,yes,yes,no,NA,NA,NA,NA,yes
NA,2023-02-19,07:45:00,47,1,07:52:00,clr,1.76,3.78,25.75/13.39,11.24,1,0.2,146.9,1.8,07:47:00,07:53:00,yes,yes,no,NA,NA,NA,NA,yes
NA,2023-02-20,07:45:00,48.3,0,07:55:00,clr,1.76,4.61,13.07/25.44,11.09,1.5,NA,151.1,1.3,07:50:00,07:56:00,yes,yes,no,NA,NA,NA,NA,yes
NA,2023-02-21,08:00:00,48.9,0,07:54:00,cld,1.75,3.26,13.10/25.76,10.97,1.2,NA,149.7,1.7,07:49:00,07:55:00,yes,yes,no,NA,NA,NA,NA,yes
NA,2023-02-22,07:45:00,48.2,0,07:38:00,clr,1.73,5.07,25.26,10.53,1.2,NA,148,0.5,07:32:00,07:49:00,yes,yes,no,NA,NA,NA,NA,yes
NA,2023-02-23,07:30:00,47.8,0,07:37:00,clr,1.78,3.6,25.29,10.88,1.1,NA,145.5,0.8,07:30:00,07:45:00,yes,yes,no,NA,NA,NA,NA,yes
NA,2023-02-24,10:00:00,47.5,0,10:00:00,ran,NA,8.27,26.37,11.55,1.5,1,151.2,1.5,10:00:00,10:05:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-25,12:00:00,48.2,0,12:30:00,cld,3.2,15.97,26.83/14.25,11.34,NA,NA,132.8,2.9/2.4,12:25:00,12:35:00,yes,yes,yes,NA,cleaned weir every 4 hrs,NA,NA,yes
NA,2023-02-26,08:00:00,NA,0,08:06:00,cld,2.56,NA,13.15/25.38,NA,NA,NA,NA,1.1/1.1,08:04:00,08:08:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-27,07:45:00,47.8,0,07:56:00,cld,2.28,9.53,12.90/25.17,10.63,0.8,NA,325,0.8,07:50:00,07:57:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-28,08:00:00,46.6,0,08:03:00,cld,3.1,19.2,25.02,10.88,0.7,NA,292,.5/1.8,08:00:00,08:08:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2023-02-28,14:00:00,47.9,0,NA,cld,3.6,NA,NA,11.1,1.8,NA,NA,n/a,NA,NA,yes,NA,yes,NA,stopped trapping at 1830; stream gauge at 4.4,NA,18:30:00,yes
NA,2023-03-03,15:30:00,51.8,30,15:40:00,clr,2.8,9.05,27.03/13.52,NA,2.7,NA,NA,2.6/1.0,15:30:00,NA,no,NA,yes,NA,NA,15:30:00,NA,yes
NA,2023-03-04,07:30:00,50.6,0,07:37:00,cld,2.72,8.12,25.46,10.47,0.8,NA,NA,0.1,07:32:00,07:44:00,no,yes,yes,NA,need new lock on trap,NA,NA,yes
NA,2023-03-05,07:30:00,48.9,0,07:38:00,ran,2.7,6.39,25.48,10.68,1.4,NA,395,0.9,07:30:00,08:50:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-03-06,08:00:00,48,0,08:47:00,clr,3.1,11.93,28.32/15.23,11.01,0.8,NA,450,7,08:41:00,08:50:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-03-07,07:45:00,48.4,0,08:04:00,clr,2.72,7,27.8,10.97,1.1,NA,303,8.1,07:56:00,08:46:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-03-08,08:30:00,NA,0,08:35:00,ran,2.75,6.09,25.47,NA,0.9,NA,390,2.2,08:30:00,08:35:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-03-09,08:00:00,48.5,0,08:18:00,cld,3.3,6.3,26.2,11.08,1,NA,345,2.7,08:11:00,08:45:00,no,yes,yes,NA,NA,NA,NA,no
NA,2023-03-09,14:30:00,49.3,0,14:50:00,ran,3.3,NA,13.59/25.98,11.24,NA,NA,269,.7/.8,14:45:00,15:00:00,no,yes,yes,NA,remove vaki system for high flows,NA,15:00:00,yes
NA,2022-12-05,16:00:00,54,0,NA,cld,1.8,1.96,25.77/12.52,10.91,2.9,0.2,77.5,0.0/0.2,16:04:00,16:20:00,yes,yes,yes,NA,backup camera ok; pit tag reader ok.,NA,NA,yes
NA,2022-12-05,20:00:00,NA,0,NA,nit,1.8,NA,NA,NA,NA,NA,NA,n/a,19:20:00,19:30:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-06,00:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-06,04:00:00,NA,0,NA,nit,1.77,NA,NA,NA,NA,NA,NA,n/a,04:00:00,05:00:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-06,08:00:00,51.5,0,08:17:00,cld,1.77,1.41,25.4,10,2.7,0.8,73,0.9,NA,NA,yes,yes,yes,NA,backup camera ok; pit tag reader ok.,NA,NA,yes
NA,2022-12-06,12:00:00,NA,0,NA,ran,1.77,NA,NA,NA,NA,NA,NA,n/a,12:00:00,12:10:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-06,16:00:00,52.6,0,NA,cld,1.78,2,25.98/12.46,10.93,3,0.2,70.8,0.2/0.4,16:00:00,16:14:00,yes,yes,yes,NA,backup camera ok; pit tag reader ok.,NA,NA,yes
NA,2022-12-06,20:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,20:00:00,20:04:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-07,00:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,22:40:00,22:45:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-07,04:00:00,NA,0,NA,nit,1.77,NA,NA,NA,NA,NA,NA,n/a,04:00:00,04:30:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-07,08:00:00,NA,0,08:16:00,clr,1.77,1.21,25.39,10.53,NA,0.8,65.9,1.3,08:00:00,08:45:00,yes,yes,yes,NA,NA,NA,08:45:00,no
NA,2022-12-08,09:00:00,48.6,0,09:10:00,clr,1.76,1.16,27.25,11.04,3.6,0.3,68.9,6.6,09:04:00,09:12:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-09,09:45:00,50.8,0,09:59:00,clr,1.79,1.17,28.02,11.18,2.9,0.4,69.4,12.1,09:52:00,10:00:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-10,04:00:00,NA,0,NA,nit,1.75,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,04:00:00,NA,yes
NA,2022-12-10,08:00:00,52.3,0,08:19:00,ran,1.75,4.05,25.19,10.13,2.8,0.3,72.7,0.1,08:00:00,08:20:00,yes,yes,yes,NA,backup camera ok; pit tag reader ok.,NA,NA,yes
NA,2022-12-10,12:00:00,NA,0,NA,ran,1.76,NA,NA,NA,NA,NA,NA,n/a,12:00:00,12:20:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-10,16:00:00,52.9,0,NA,ran,2.02,9.62,25.13/11.81,10.8,1.1,0.2,68,0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-10,20:00:00,NA,0,NA,nit,2.06,NA,NA,NA,NA,NA,NA,n/a,19:00:00,19:10:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-11,00:00:00,NA,1,NA,nit,2.22,NA,NA,NA,NA,NA,NA,n/a,23:45:00,23:50:00,yes,yes,yes,NA,NA,NA,00:00:00,no
NA,2022-12-11,11:30:00,52.8,NA,11:35:00,cld,3.55,50.4,24.87,10.31,2.3,2.9,108.8,4,11:30:00,11:40:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-11,14:00:00,NA,0,NA,cld,3.04,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,14:00:00,NA,yes
NA,2022-12-11,16:00:00,52.9,0,NA,cld,2.9,82.3,25.91/12.11,10.17,1.7,0.6,112.3,0.9/0.8,NA,NA,yes,yes,yes,NA,backup camera ok; pit tag reader ok.,NA,NA,yes
NA,2022-12-11,20:00:00,NA,0,NA,nit,2.6,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-12,00:00:00,NA,0,NA,nit,2.44,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-12,04:00:00,52.1,0,NA,nit,2.3,49.2,NA,9.63,2,NA,106,n/a,04:05:00,04:20:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-12,08:00:00,55.1,0,08:35:00,clr,2.4,49.2,25.71/12.47,9.58,1.9,NA,95.7,3.0/6.5,08:32:00,08:37:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-12,12:00:00,NA,0,NA,cld,2.1,NA,NA,12.91,NA,NA,NA,n/a,12:05:00,12:10:00,yes,yes,yes,NA,backup camera not connected; battery bank too low,NA,NA,yes
NA,2022-12-12,16:00:00,52,2,NA,clr,2.02,22.9,NA,9.88,1.5,0.6,96.4,n/a,15:50:00,16:00:00,yes,yes,yes,NA,water spilling over 2 panels on arrival; 2 barrels re-secured,NA,NA,yes
NA,2022-12-12,20:00:00,NA,0,NA,nit,2,18.11,NA,NA,NA,NA,NA,n/a,19:52:00,20:03:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-13,00:00:00,NA,0,NA,nit,1.96,16.59,25.51,NA,NA,NA,NA,n/a,23:50:00,00:02:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2023-01-09,13:13:00,NA,NA,13:13:00,cld,5.8,17.38,NA,NA,NA,NA,117.2,n/a,NA,NA,no,yes,yes,NA,removed vaki computer from box,NA,NA,yes
NA,2023-01-12,10:45:00,52,3,10:30:00,clr,3.46,15.5,28.8,9.68,0.9,NA,123.9,10.6,NA,NA,no,yes,yes,NA,cleaned weir and installed vaki. closed livebox,10:45:00,NA,yes
NA,2023-01-12,17:45:00,52.9,3,NA,nit,2.9,17.48,NA,NA,1.4,NA,118.8,n/a,NA,NA,no,yes,yes,NA,no fish in trap,NA,NA,yes
NA,2023-01-13,09:15:00,52.6,2,09:20:00,cld,2.71,14.73,25.8,9.42,1.4,NA,115.5,2.2,09:15:00,09:25:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-13,20:00:00,53.2,0,NA,nit,2.68,13.88,NA,9.82,1.8,NA,107.2,n/a,NA,NA,no,yes,yes,NA,vaki system removed; computer still needs to be downloaded,NA,20:22:00,yes
NA,2023-01-20,11:15:00,NA,0,NA,clr,2.68,14.14,29.27,NA,NA,NA,NA,0.4,NA,NA,no,yes,yes,NA,cleaned weir; closed trap,11:00:00,NA,yes
NA,2023-01-20,19:00:00,49.7,0,NA,nit,2.6,12.92,25.74,10.15,1.8,NA,112.9,n/a,19:03:00,19:07:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-21,08:00:00,47,0,NA,clr,2.5,9.36,NA,10.65,1.2,NA,109.1,n/a,08:10:00,08:13:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-01-21,19:25:00,49.2,0,NA,nit,2.45,11.88,25.59,10.61,1,1.2,106.5,n/a,19:25:00,19:27:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-22,07:30:00,46.8,0,07:45:00,fog,2.42,10.29,25.18,11.11,1.2,NA,104.7,0.4,07:42:00,08:20:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-01-22,19:30:00,49.3,0,NA,nit,2.4,12.06,25.57,10.6,1.3,NA,103.3,n/a,19:30:00,19:33:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-23,08:00:00,46.6,0,07:45:00,clr,2.39,12.57,25.9,10.93,1,NA,107.6,0.1,08:15:00,08:20:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-01-23,22:00:00,49.1,0,NA,nit,2.36,16.16,NA,10.6,1.1,NA,107.1,n/a,22:00:00,22:01:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-23,07:45:00,46.8,0,07:47:00,clr,2.35,6.48,25.6,10.86,NA,NA,102.3,0.5,07:43:00,07:50:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-25,08:00:00,47.1,0,08:26:00,clr,2.32,5.45,26.11,11,0.4,NA,97.6,3.9,NA,NA,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-01-25,22:00:00,48.9,0,NA,nit,2.32,6.87,25.51/12.76,11.14,1.2,NA,96.5,0,22:00:00,22:03:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-26,08:00:00,47.9,0,07:52:00,clr,2.3,5.48,25.22,10.76,0.5,1.6,101.2,0.9,07:49:00,07:54:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-01-27,08:30:00,47.8,0,08:22:00,clr,1.9,3.95,26.2,10.6,NA,NA,109.7,4.3/1.6,08:33:00,08:38:00,no,yes,yes,NA,no stacking survey due to high turbidity. flow meter not working. 2 holes in mesh- replace bulkhead mesh & missing bar on passage,NA,NA,yes
NA,2023-01-28,08:00:00,48,0,07:52:00,fog,1.84,4.28,25.2,10.42,NA,NA,112.6,0.6,07:50:00,07:54:00,no,yes,yes,NA,flow meter not working,NA,NA,yes
NA,2023-01-29,07:30:00,48,0,07:39:00,cld,1.82,4.6,12.83,10.42,NA,NA,119.2,0.3,07:32:00,07:40:00,no,yes,yes,NA,flow meter not working,NA,NA,yes
NA,2023-01-30,07:30:00,47.1,0,07:39:00,clr,1.84,8.15,12.82/12.58,10.54,1.3,NA,117.2,0.4,07:34:00,07:40:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-01-31,07:45:00,NA,1,07:48:00,clr,1.8,7.48,25.31,NA,NA,NA,NA,0.8,07:45:00,07:58:00,no,yes,yes,NA,no meters available for environmentals,NA,NA,yes
NA,2023-02-01,07:30:00,44.9,NA,08:08:00,clr,1.8,4.81,25.25,11.38,1.5,NA,160,2.6,NA,NA,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-03-30,16:00:00,52.7,0,NA,cld,3.46,25.2,NA,11.12,NA,NA,115,n/a,NA,NA,no,yes,yes,NA,cleaned weir; and set trap,15:00:00,NA,yes
NA,2023-03-31,09:00:00,NA,0,09:06:00,clr,2.85,NA,28.36/15.15,NA,1.2,NA,98,10.3/0.0,09:02:00,09:30:00,no,yes,yes,NA,ysi not working; installed second livebox on south bank,NA,NA,yes
NA,2023-04-01,08:45:00,52.8,4,09:10:00,clr,3.88,12.32,27.37,10.96,1.2,NA,81.1,6.5,09:00:00,09:12:00,no,yes,yes,NA,11:30 cleaned weir; put fyke board in and turned off computer,NA,NA,yes
NA,2023-04-01,19:00:00,53.8,0,NA,nit,5.6,27.2,24,11.34,NA,NA,75.2,n/a,NA,NA,no,yes,yes,NA,cleaned at 19:00; 23:00; 0300,NA,NA,yes
NA,2023-04-02,08:30:00,51.1,2,NA,cld,5.72,7.74,NA,11.17,NA,NA,77.4,n/a,08:35:00,08:45:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-04-03,00:00:00,NA,0,NA,nit,5.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-02,18:00:00,52.3,0,NA,nit,5.7,7.49,NA,11.55,NA,NA,81.2,n/a,NA,NA,no,no,yes,NA,found dead on weir,NA,NA,yes
NA,2023-04-03,06:00:00,NA,2,NA,nit,5.68,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,cleaned weir of debris,NA,NA,yes
NA,2023-04-03,13:00:00,51.6,2,NA,clr,5.68,16.62,NA,11.04,NA,NA,71.9,n/a,12:30:00,12:45:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-03,18:00:00,NA,0,NA,nit,5.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-04,00:00:00,51.8,0,NA,nit,5.7,8.91,24,11.62,NA,NA,72.9,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-04,06:00:00,NA,2,NA,nit,5.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-04,14:00:00,51.6,2,NA,clr,5.7,8.51,NA,11.58,NA,NA,81.7,n/a,13:58:00,14:05:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-04,18:00:00,NA,0,NA,nit,5.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-05,00:00:00,NA,0,NA,nit,5.7,7.04,NA,11.75,NA,NA,76.6,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
